사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Sep.19,경춘선,1325,백양리,0,0,28,16,21,97,48,322,97,404,84,198,138,513,253,319,252,304,271,216,316,129,414,156,428,103,467,81,333,107,130,49,47,54,51,60,25,46,12,35,3,9,0,0,0,0,0,0
Sep.19,경춘선,1326,강촌,2,0,132,22,285,203,518,447,487,2510,715,1824,959,1963,1592,1811,1298,1063,1283,1152,1861,826,2264,921,3087,736,2534,646,1237,756,740,556,421,383,274,453,142,355,39,310,16,33,0,0,0,0,0,0
Sep.19,경춘선,1327,김유정,21,0,95,22,174,88,522,423,443,785,440,1108,436,1504,601,1978,765,1532,1028,1136,1260,1046,1452,893,1688,763,1330,628,1027,509,495,350,192,240,100,174,51,168,23,109,12,30,0,0,0,0,0,0
Sep.19,경춘선,1328,남춘천,521,1,1525,12,4205,827,4288,2702,5246,6247,5725,6435,5072,4578,5030,8374,5458,8323,6669,5016,7501,5757,6569,5517,7931,5337,7756,8025,6473,4711,4733,9592,3593,4260,3138,3638,2105,5067,622,2644,15,1748,0,0,0,0,0,0
Sep.19,경춘선,1329,춘천,306,0,468,1,1924,377,2036,2141,2607,5695,3148,5387,2892,4530,3182,5024,3377,4422,4461,4210,5839,3217,7353,3810,8065,2978,7804,3654,5954,2639,3739,3882,2614,2065,1671,2381,929,2196,176,1193,1,938,0,0,0,0,0,0
Sep.19,수인선,1878,달월,0,0,9,13,51,138,116,113,124,371,89,140,58,97,82,119,111,76,108,109,133,80,122,59,181,85,574,108,525,108,79,51,37,46,27,70,15,32,7,25,2,8,0,0,0,0,0,0
Sep.19,수인선,1879,월곶,12,1,1011,310,3220,1653,9062,2456,9029,2562,5977,2746,3960,3213,3871,3909,4285,3558,3922,3420,3737,3793,3696,4139,4658,4720,4998,6577,6282,8579,3759,5890,2382,4416,2273,3906,1413,3733,780,2562,14,519,0,0,0,0,0,0
Sep.19,수인선,1880,소래포구,3,0,1889,391,5720,2131,15465,3694,12670,7115,8153,5747,6493,7410,7480,14304,9332,16086,11045,13906,14127,13229,15779,12200,15962,12408,13954,13079,11534,14798,7705,11873,5614,7787,5501,6129,4818,5445,2564,3776,121,1003,0,0,0,0,0,0
Sep.19,수인선,1881,인천논현,4,0,1936,832,6045,3978,16081,8169,15716,15553,10311,10662,8708,7249,8430,7559,9369,8862,9301,10195,8649,9439,9676,10741,10746,12964,13453,16838,14523,19223,9555,14768,7942,9469,8337,8512,6241,7136,3644,3944,366,970,0,0,0,0,0,0
Sep.19,수인선,1882,호구포,1,0,1450,841,3439,5240,7390,15902,8858,17319,5187,5146,4446,3078,4570,3333,5192,3651,5199,3854,4897,3832,4890,4498,6449,5093,12254,7078,15706,8165,5770,6439,5949,4538,4233,4106,2410,3675,1218,2380,199,628,0,0,0,0,0,0
Sep.19,수인선,1883,남동인더스파크,0,0,334,584,744,3605,1097,15549,2029,18760,1580,3705,1645,1710,1818,1729,2130,1754,2567,1945,2316,1497,3174,1329,4016,1294,11070,1700,12315,1930,4661,2197,3607,1407,2166,1150,712,667,309,496,22,131,0,0,0,0,0,0
Sep.19,수인선,1884,원인재,21,6,3159,551,6595,2307,14708,4738,16678,7358,10093,4685,7334,4374,6945,5018,7346,5541,7128,6403,6409,6591,6633,7772,7301,9094,7956,12059,8473,15734,4957,12192,4055,9306,3914,9107,3015,7485,1788,4861,231,1670,0,0,0,0,0,0
Sep.19,수인선,1885,연수,3,0,2252,759,5583,2221,14805,5403,14759,12590,8192,7872,7027,6670,7146,6232,8252,6352,8166,7291,7738,7162,7863,7637,9231,9587,9957,13168,12762,18091,7059,12345,5759,9195,6323,7357,5682,5769,3294,4123,449,989,0,0,0,0,0,0
Sep.19,수인선,1886,송도,3,0,1853,253,3757,1320,10183,2311,10395,3876,5744,2676,4532,2719,4394,3214,4912,3299,4988,3621,4251,3996,4154,4649,4512,5739,5186,7440,4662,9394,2907,6203,1977,4025,1580,3904,1207,3947,551,2941,52,600,0,0,0,0,0,0
Sep.19,수인선,1888,인하대,8,1,2517,421,7839,2801,20549,4459,17950,18411,8749,10191,7400,12446,7913,7685,8748,8556,9245,9436,9642,7965,11328,8294,15305,10943,15953,14847,14635,20249,8589,12028,6697,8817,6815,8399,5621,8370,3760,4657,111,1355,0,0,0,0,0,0
Sep.19,수인선,1889,숭의,7,2,2465,891,4935,2626,11797,7796,11467,12247,6346,5159,6077,4173,5755,4186,6228,4672,5464,5071,5671,4641,6245,5058,6690,6253,9234,7715,10002,10204,4759,6951,3006,4716,2629,4731,1687,4256,855,2120,12,832,0,0,0,0,0,0
Sep.19,수인선,1890,신포,5,0,969,191,1235,1205,2867,3876,3056,9904,2052,3634,2012,3006,2266,3094,3136,3068,3287,3425,3140,3101,4159,3240,5302,3319,5519,3726,6785,5028,2972,2892,2752,1851,2552,1442,1525,1280,732,680,0,280,0,0,0,0,0,0
Sep.19,수인선,1891,인천,77,1,433,98,742,1054,1970,2811,2165,4857,1474,2577,1786,3080,1726,3847,2174,4433,2504,4429,2555,3947,2666,4311,3669,3968,3519,3959,2801,4743,1749,3065,1357,2108,1134,1977,527,1892,130,941,6,407,0,0,0,0,0,0
Sep.19,경강선,1501,판교,6,0,640,10,1492,4082,5423,10838,4243,24337,2470,19666,2343,8317,2702,6594,3272,5047,3913,5097,4758,4540,6568,4138,7260,4566,10731,6073,19916,5393,15680,4233,13161,1693,9472,1606,5173,1046,1848,690,4,172,1,2,0,0,0,0
Sep.19,경강선,1502,이매,6,0,545,7,1524,818,4398,2146,4309,3297,2025,1784,1632,1403,1496,1056,1830,1217,1589,1447,1696,1417,1633,1516,2064,1756,2336,2513,2362,2914,1684,2643,1317,1395,1345,1161,1399,1011,455,440,17,131,1,0,0,0,0,0
Sep.19,경강선,1503,삼동,0,0,998,84,3602,740,11060,1892,13570,2131,7080,1032,3890,945,2704,1265,2846,1321,2508,1519,2080,2244,1888,2417,2211,3879,3052,5004,2846,7426,1320,7948,822,5011,611,4451,448,3879,133,1881,3,33,0,0,0,0,0,0
Sep.19,경강선,1504,경기광주,0,0,1865,221,11927,1964,33988,4411,37221,10274,19701,4798,13569,4241,11457,5014,10782,5615,9751,6747,8073,7915,8342,9884,9335,13045,10978,17166,9572,28382,5154,27242,3372,18269,2666,15254,1766,11101,697,7945,0,69,0,0,0,0,0,0
Sep.19,경강선,1505,초월,1,1,1099,105,4404,968,11723,3418,13220,4978,7527,1645,4637,1780,4339,1689,4111,2049,3602,2430,3301,2839,3151,3403,4105,4820,4997,5587,5151,9448,2421,8299,1552,7488,1126,5035,584,5433,256,4024,0,0,0,0,0,0,0,0
Sep.19,경강선,1506,곤지암,2,0,673,100,2108,1157,6521,4475,6337,6941,4712,4330,3461,2977,3591,2180,3542,2797,3627,2631,3532,2699,4024,3145,5040,3881,6573,4612,6328,5448,2791,6051,1595,3484,1031,4000,451,2869,173,2058,0,0,0,0,0,0,0,0
Sep.19,경강선,1507,신둔도예촌,1,0,474,70,1869,485,3989,1796,3957,4415,2762,3154,2351,1067,2053,1363,4046,1651,2895,1600,2308,1580,2254,1833,2979,2029,5399,2573,3262,3169,1374,3578,1026,2524,837,2541,389,1991,159,1920,0,2,0,0,0,0,0,0
Sep.19,경강선,1508,이천,34,0,830,15,2864,1197,7334,4992,7807,7900,5528,4443,5135,3312,4829,4218,4843,3955,5048,4258,4773,4584,4711,4979,5884,5832,6206,6871,7172,7941,4239,7596,3206,6239,2641,3750,1677,5033,515,2124,1,888,0,0,0,0,0,0
Sep.19,경강선,1509,부발,0,0,641,19,2216,1195,4923,4220,4918,6834,3512,2132,3136,1831,2792,1801,3285,1622,2670,2043,2886,2040,3503,2152,4611,2915,5715,3953,6290,3956,2446,4878,2089,3485,1467,3221,961,3023,375,2544,0,1243,1,0,0,0,0,0
Sep.19,경강선,1510,세종대왕릉,0,0,203,17,460,77,1032,486,912,556,742,467,769,493,607,693,558,637,609,435,707,644,645,617,667,712,764,691,627,677,284,1054,204,508,128,591,48,323,22,376,2,113,0,0,0,0,0,0
Sep.19,경강선,1511,여주,9,2,1177,7,3135,630,5977,2663,5515,5373,4256,8612,4383,3646,4391,4099,5081,4760,5146,4057,5948,3928,7230,4048,7783,4916,7443,4825,4658,4890,3663,6944,2386,4990,1575,2861,891,2972,213,2952,3,1182,1,1,0,0,0,0
Sep.19,5호선,2511,방화,5,0,4756,8,11499,3415,31228,5952,26248,18463,15204,7928,11832,6093,11802,6364,12946,7408,12155,7922,9971,8840,10884,10089,13827,13052,11918,14140,12038,19923,5841,21393,4169,14104,3542,12215,2536,12781,948,7956,161,2991,3,331,0,8,0,0
Sep.19,5호선,2512,개화산,0,0,4073,288,7535,4534,22611,6766,20079,17129,11193,6695,8335,5159,7751,5321,8001,6059,8041,6502,7003,6733,7691,7754,8489,8757,12089,11138,15215,15844,7180,15306,4506,9822,3385,9267,3451,9130,921,5058,123,2184,7,146,1,1,0,0
Sep.19,5호선,2513,김포공항,3,0,518,2598,2273,8571,7736,13239,9707,16495,8979,12109,7750,12081,10166,13920,10625,15433,12881,16642,15121,15146,18131,14152,16621,15149,21719,16150,30049,15857,19590,10170,15998,5219,14583,3342,12231,2169,4319,1044,298,392,8,9,0,0,0,0
Sep.19,5호선,2514,송정,38,0,4385,2154,10200,7049,29054,10272,31619,17447,19446,11298,15964,9033,13888,9124,13799,10487,12751,10691,12147,12240,12805,12864,15728,16078,16657,19098,19237,25738,11351,24946,7942,16512,7102,13964,5574,13151,2851,8367,448,2370,7,35,0,1,0,0
Sep.19,5호선,2515,마곡,0,0,2013,2027,6277,8308,24082,8715,22883,24040,11259,11300,8184,5477,7231,4610,7491,5668,7284,6444,7118,6676,8531,7244,12401,8687,18105,10945,19520,15861,8955,15403,5885,8810,4954,8045,3405,8408,1466,5196,211,2002,1,8,0,1,0,0
Sep.19,5호선,2516,발산,0,0,3520,2614,9516,16961,29505,27705,29143,87865,17063,49569,16355,25567,18469,25927,22534,25244,25396,27838,27503,23936,34086,23983,39938,26658,55799,31333,71238,46996,37633,39220,28909,20299,28724,15662,22108,14175,9260,8241,1184,2828,14,12,0,2,0,0
Sep.19,5호선,2517,우장산,0,0,6163,1104,21111,5158,61224,19832,62167,25791,33927,14845,25671,13284,23852,13507,24786,16185,24086,19445,20260,21495,23210,24373,30298,28804,26270,33450,22681,52591,13244,49172,9620,28657,9185,25967,7451,26823,2712,15872,324,5171,1,43,0,0,0,0
Sep.19,5호선,2518,화곡,156,1,23214,1653,40937,9680,121663,14568,150917,30402,74335,26861,49335,20683,44438,20381,44001,24369,40926,27390,35350,32174,34449,39095,37002,49387,39811,65562,41890,110468,25962,103357,18499,61469,16339,56007,12843,54756,5914,32025,769,10615,11,73,0,0,0,0
Sep.19,5호선,2519,까치산,113,0,23853,1243,42195,9606,135135,12696,156267,22584,81534,19960,50883,19835,44074,21251,44876,25260,41587,29877,35351,33675,33085,44490,34527,55978,35255,69072,34976,114214,23608,108489,17884,67532,14619,63701,11892,57881,5546,36699,885,10775,24,528,0,7,0,0
Sep.19,5호선,2520,신정(은행정),32,1,10857,719,21381,3735,61004,8974,78551,12752,35670,8722,20617,6572,16903,6835,16816,7701,15625,9392,12855,10287,11550,13370,13734,17052,14928,21044,16545,34126,9356,30980,6233,19424,5933,18508,5333,17961,1611,12338,261,3530,8,26,0,0,0,0
Sep.19,5호선,2521,목동,9,0,7868,1307,21211,6789,64087,17388,78502,31052,38727,23437,27592,17962,26114,15256,26289,19110,24789,22961,22410,26393,23521,29293,26889,35902,29138,49750,34208,84540,19322,69623,15443,38511,17046,35937,18795,34979,5949,21277,932,6377,2,56,0,0,0,0
Sep.19,5호선,2522,오목교(목동운동장앞),13,0,4773,1744,15588,9008,51936,23236,61620,74775,34722,57387,26148,35663,28008,33804,30969,37188,32558,39061,34268,37305,38266,39145,43168,46196,49450,57369,74694,84438,42954,61221,43061,33122,31873,27705,28330,26130,10271,15940,1283,4958,17,43,0,0,0,0
Sep.19,5호선,2523,양평,2,0,2207,832,6413,3114,22042,7725,25628,34730,11077,13583,7706,6126,6916,5366,7726,5708,7693,6374,7199,5950,7750,6953,8689,7928,12295,10516,28653,19145,9597,15101,6055,9235,4881,8544,3647,8116,1535,5370,194,1816,1,10,0,0,0,0
Sep.19,5호선,2524,영등포구청,2,0,1082,513,2359,1751,7636,4789,10317,18795,4824,9363,3595,4814,3997,4127,4131,4055,4907,4655,4531,4247,4960,4448,5825,5167,7551,5751,15345,9893,6814,6144,3837,3649,3275,3749,2714,3467,1359,2124,243,536,1,8,0,0,0,0
Sep.19,5호선,2525,영등포시장,9,0,2783,898,5106,5381,17902,12590,25499,36645,12021,21548,9943,15954,10818,15929,13479,17937,14367,21837,14149,18704,17010,14982,21899,15403,26506,16885,37146,25559,17913,17568,12422,10507,10186,9833,7790,9309,3350,6267,426,1495,6,16,0,1,0,0
Sep.19,5호선,2526,신길,46,1,2184,482,3144,2869,10032,4748,15844,15642,6277,6470,3602,2757,3311,2726,3712,2988,3992,3442,3230,3360,3306,3773,4907,4512,6531,7624,12208,13186,4749,8465,2837,6001,2831,6338,2088,6105,1207,4147,167,1090,4,11,0,0,0,0
Sep.19,5호선,2527,여의도,7,0,2101,2265,4169,27329,10101,123040,14479,210907,12129,64953,12373,26839,18318,26872,17963,24093,23232,28758,25643,22143,31719,22031,38876,22613,98376,27460,167142,36041,60196,20138,42167,10753,41366,8414,28352,7611,10033,4814,1163,2336,8,22,0,9,0,0
Sep.19,5호선,2528,여의나루,14,0,1238,1477,2850,12172,5791,28838,9221,57503,5896,16442,5406,11013,7690,11394,9273,14139,9598,19085,11838,22193,16531,26040,23799,32471,39460,40383,59402,48746,41309,34405,41858,17132,49346,9504,42148,5717,17405,2936,1506,1105,36,16,0,0,0,0
Sep.19,5호선,2529,마포,8,0,2513,1137,7984,7263,25984,20831,37380,70909,19679,35603,15320,16481,16227,15559,16974,15118,19434,16090,17704,15859,19290,15926,21218,19898,30480,25767,58631,43681,23706,29208,19287,16201,20277,13672,14889,12960,6988,8356,860,2501,3,12,0,1,0,0
Sep.19,5호선,2530,공덕,12,1,2172,818,5433,7472,19073,29120,30852,87347,14943,40403,12894,16800,15121,16338,17164,14855,19401,16622,18205,15244,19073,15920,24868,18613,36481,25101,67641,45103,26323,25463,19961,14037,20596,12456,17018,11664,7092,7519,1078,2217,4,16,0,2,0,0
Sep.19,5호선,2531,애오개,1,0,2467,474,5651,3392,18977,9338,27187,30820,13345,12883,9743,8818,9682,7225,10084,7470,11080,9216,10407,8511,10756,10288,11969,10574,13965,13182,23921,22138,9008,15741,6817,9486,5936,8624,4478,8946,1874,5365,261,2686,5,467,0,2,0,0
Sep.19,5호선,2532,충정로(경기대입구),8,0,1200,404,2145,2561,5422,6107,7500,34289,4713,16183,4211,5463,5535,5067,5464,4211,6145,5227,5922,6011,6851,4670,7876,5103,12928,5838,27280,8845,8640,5942,5685,3764,5357,3919,3559,3950,1453,2492,223,661,0,89,0,0,0,0
Sep.19,5호선,2533,서대문,21,0,2785,1566,5965,17568,17557,52087,23167,154218,16956,47357,16554,23584,19664,22180,20955,21568,21253,25074,24683,22503,30864,17215,42324,17955,57554,21834,111868,28985,35326,18110,25226,11658,23974,10951,17408,10131,7100,6020,822,1767,8,54,0,0,0,0
Sep.19,5호선,2534,광화문(세종문화회관),9,0,1244,778,3380,24636,10033,80754,15440,286334,13914,111592,15485,57867,23722,57411,29605,51788,41821,59142,50169,49687,61226,42804,75378,40893,110878,46844,224170,57267,92517,31285,71485,12252,75195,9059,47968,6964,17671,3844,2107,1134,8,24,0,0,0,0
Sep.19,5호선,2535,종로3가,21,0,1611,526,2389,5515,3872,14570,5796,43162,6805,39252,9322,32390,13140,35172,19138,35579,23993,35057,28593,32184,32886,27162,40090,25943,45504,28443,62412,32833,40156,19717,32670,9776,34622,7470,28567,6424,13443,4396,1893,1451,37,44,0,0,0,0
Sep.19,5호선,2536,을지로4가,3,0,477,341,620,4670,1361,13617,1882,36771,2891,17475,3625,11712,5123,10171,5695,10289,7598,8608,8972,8384,10131,6849,11388,6612,18039,5709,30705,5580,16583,3274,8530,1797,7040,1410,4853,1147,2291,762,392,275,2,4,0,0,0,0
Sep.19,5호선,2537,동대문역사문화공원,2,0,217,385,657,2706,952,8506,1907,32332,2278,10220,2439,3972,3040,3229,2266,3112,2515,3371,3025,3104,3767,3031,4345,2798,9562,3188,20168,3484,8751,2442,4680,1721,3882,1694,2842,1634,1192,1225,264,306,0,7,0,0,0,0
Sep.19,5호선,2538,청구,2,0,1571,330,3223,1920,6948,4093,12734,15131,8097,8741,6017,3982,6568,4070,5790,4109,6437,4758,6006,4613,5975,5590,6850,5968,8347,7556,13206,10355,8726,8626,5258,5368,4445,5162,3754,4987,1773,3284,321,1022,4,13,0,0,0,0
Sep.19,5호선,2539,신금호,18,0,2803,400,6794,2681,22106,10551,30644,12300,15413,7377,10283,6255,9232,5686,9894,6788,9290,7625,8682,8358,8779,10096,11437,12223,10516,15359,10820,24724,7675,18691,5349,11367,4400,10700,3165,10620,1352,7000,250,2337,1,14,0,3,0,0
Sep.19,5호선,2540,행당,3,1,4389,792,11861,2607,34432,5197,48190,8801,23025,6585,14700,5639,12765,6486,12120,8101,12061,8887,10034,10513,9545,11612,10041,15249,11008,18733,10963,30692,7020,23721,5244,14787,4459,13622,4090,14020,1297,7590,273,2400,4,13,0,1,0,0
Sep.19,5호선,2541,왕십리(성동구청),56,0,1957,373,2321,2508,6394,5686,9675,19156,5725,9470,4839,6898,5598,7299,6495,8324,7158,8858,7413,8539,8232,8842,9427,9717,10920,12070,15243,18178,9461,12349,8272,6591,8797,5666,7304,5058,3558,3204,500,2088,10,289,0,7,0,0
Sep.19,5호선,2542,마장,2,0,2774,776,5955,3907,16487,7906,22037,18025,12528,14500,9409,9922,9463,8345,10754,7926,9931,8789,9879,7578,10378,8030,11767,9525,12811,12210,13429,17704,8478,13779,6149,8105,5683,7645,4854,7457,1776,4637,223,1488,1,77,0,0,0,0
Sep.19,5호선,2543,답십리,28,0,9142,1055,17483,7366,56146,12377,77829,36343,36419,17769,22897,13589,20445,13461,21774,14741,21345,16313,19034,17604,19185,20101,21268,24752,25123,32606,34786,53193,20611,42691,12632,25817,11043,24143,8632,23808,3933,14997,554,4661,2,81,0,7,0,0
Sep.19,5호선,2544,장한평,32,1,6414,859,16840,10582,49634,21160,66233,65498,34875,29337,23538,21068,20977,20533,22420,21701,22579,25828,21802,23603,25169,23831,31174,26411,38315,34798,63129,55076,32303,45204,17217,27072,13869,24667,10758,23486,5198,15642,697,4772,2,196,0,6,0,0
Sep.19,5호선,2545,군자(능동),54,1,7265,734,10851,5736,33806,7913,49022,22539,21227,16234,13916,11107,13328,10796,14400,11920,14588,14227,12993,14537,13193,17832,15041,20113,18391,28985,22506,46034,14785,37868,11871,21254,11444,19162,10551,19014,5145,12808,912,5991,7,1053,0,13,0,0
Sep.19,5호선,2546,아차산(어린이대공원후문),1,0,8440,1337,15687,5981,44398,13708,63676,27020,32159,18780,22344,17419,20964,17152,22648,18508,23540,19389,23356,18950,25033,22506,26335,26685,27304,33627,28246,49966,18229,41609,12185,25331,11759,22443,8458,22299,3356,13450,498,4088,12,32,0,0,0,0
Sep.19,5호선,2547,광나루(장신대),6,0,4744,1906,14827,7823,41112,15589,50678,35168,30670,21036,21083,17449,19964,14027,20969,15814,20959,17294,19577,17290,21997,18477,25040,22804,27433,26619,33392,39311,17404,31270,12459,19897,12298,18409,11139,18637,3645,10766,503,2876,4,21,0,0,0,0
Sep.19,5호선,2548,천호(풍납토성),24,3,7497,1371,11424,11358,29622,19579,36232,35274,24148,36627,23970,28973,26723,29822,30557,30099,32666,33722,32151,32273,36303,36709,39761,39264,45762,47172,53611,63429,39384,51317,35845,28269,26752,25665,22024,22555,10132,14414,1558,4848,23,56,0,3,0,0
Sep.19,5호선,2549,강동,47,0,11172,1212,22135,12687,66013,25963,81316,39758,46304,24437,32007,19071,28395,17782,29654,19418,28486,23723,25702,24157,27174,27102,29869,30197,42273,37319,44745,54827,25870,46690,17417,30458,14565,28787,10819,28483,4335,18632,660,7492,14,79,0,0,0,0
Sep.19,5호선,2550,길동,21,0,4138,432,8214,3153,23753,5453,27609,14902,14535,11180,11980,9720,11516,8509,12433,10449,12928,10568,11311,11435,10891,13014,11331,15691,13384,16995,14484,26065,8127,24144,6403,12628,5626,11264,4567,9492,1602,6274,235,2177,5,52,0,4,0,0
Sep.19,5호선,2551,굽은다리(강동구민회관앞),3,0,6186,480,12807,3169,39157,6601,40889,13360,22615,9480,15259,8283,14212,7883,16001,10514,15178,11526,12406,11512,11880,13500,13256,19641,14566,21081,15529,31951,8690,31262,7256,16637,7104,15774,6335,16656,1558,10369,307,3646,2,110,0,6,0,0
Sep.19,5호선,2552,명일,3,1,4419,492,13845,2999,39289,5701,34596,12826,19366,9535,15158,8483,13849,8419,14883,8844,13540,11253,11257,10896,11786,12902,12921,17489,13177,22127,11700,33044,6583,33309,5293,16652,4669,15012,4288,15354,1192,9238,222,3144,2,146,0,10,0,0
Sep.19,5호선,2553,고덕,0,0,3564,1094,13286,4986,35419,15619,29708,16601,17473,12521,14630,11353,14712,9487,16017,10203,14333,13653,13707,12927,16244,13109,22293,14591,19333,20942,15803,28496,9015,29804,7077,16115,6787,13762,6305,14607,1924,8413,263,2659,1,412,0,3,0,0
Sep.19,5호선,2554,상일동,5,0,5454,2196,19572,19876,70156,12325,56792,14585,27853,8659,19202,7742,15787,7673,15173,8902,14005,9583,12302,12013,13565,12879,21964,15264,28082,22411,19562,30839,7902,40284,5014,21695,3635,18861,2238,18911,847,12137,110,3279,0,965,0,14,0,0
Sep.19,5호선,2555,둔촌동,1,0,3806,519,9050,5474,25998,10281,28762,20624,16627,13718,12421,10527,12189,10365,13090,11285,14276,11541,13646,13001,13856,14102,15474,16613,17804,21461,20542,29851,11856,24282,8526,13526,8607,11144,7128,11537,2426,7157,328,1645,3,8,0,0,0,0
Sep.19,5호선,2556,올림픽공원(한국체대),3,0,971,923,5100,4483,12695,7411,13231,12426,8602,7030,7147,6865,7350,7043,7374,7334,7371,9102,7274,8307,8775,8089,11919,8749,12571,9871,11890,11915,6612,10892,5521,5774,6611,4899,7681,4369,1219,3089,88,884,1,5,0,0,0,0
Sep.19,5호선,2557,방이,0,0,2438,809,6974,3366,20293,8656,19382,23126,12243,12529,9884,8057,9106,7784,10551,8616,10463,10353,9734,10009,10988,12284,11815,14906,13824,17611,19925,21927,11167,20317,8920,10258,10070,9286,12171,7974,2382,5881,294,1979,0,13,0,0,0,0
Sep.19,5호선,2558,오금,1,0,1103,457,3270,2426,10629,9691,9704,18593,5773,6537,4570,3512,4300,3036,5014,4040,5176,3985,4633,4027,5777,4641,8494,5351,7894,6170,13741,8109,5064,7820,3704,4391,3383,4312,2408,4525,823,2965,126,1163,2,17,0,0,0,0
Sep.19,5호선,2559,개롱,0,0,3749,822,8054,2941,30150,7566,24191,16339,14216,8829,10726,6230,10613,5871,10974,7772,10176,8527,8710,8628,9467,10338,11784,15203,13019,16138,13920,22201,7181,21894,5295,12622,4561,11677,3551,12968,1187,7044,141,3019,1,20,0,0,0,0
Sep.19,5호선,2560,거여,1,0,4516,574,10720,5404,35537,7621,30474,16700,17638,8095,12770,6493,11450,6077,12368,7722,11411,9374,9905,8720,10143,11491,13144,16205,14594,16345,14631,23125,7164,21973,4811,13265,4364,12137,2932,12512,1132,7050,192,3014,0,34,0,0,0,0
Sep.19,5호선,2561,마천,1,0,5374,235,8964,4371,24700,3908,21865,9809,11765,6885,8660,6281,7734,5299,8705,5797,7793,6927,6976,6692,6982,8500,7862,10644,9011,13478,8540,15448,3939,16476,2863,9505,2285,8653,1370,8778,519,5578,90,2482,2,33,0,0,0,0
Sep.19,6호선,2611,응암,4,0,11345,1426,24275,6622,71969,10220,88607,17768,46424,14291,28945,13078,27129,14619,27035,16770,26346,19472,22180,20634,22207,26106,23749,32766,24722,42467,23910,67423,15769,65313,11305,37951,10086,35460,7798,32739,3655,22139,488,7660,7,75,0,2,0,0
Sep.19,6호선,2612,역촌,0,0,1918,325,5659,2247,16852,3333,17392,8486,9501,5002,6952,4750,6026,4836,6900,5447,6815,5647,5932,6056,5428,6610,5795,8025,6167,10574,6015,15852,3714,15223,2460,8603,2089,7969,1551,7695,786,5943,92,1833,3,11,0,0,0,0
Sep.19,6호선,2613,불광,31,1,1636,462,3762,2109,11430,4245,12849,8519,7792,7289,6266,7203,7115,6806,8269,7975,9039,8029,9973,8566,10720,8513,11851,10099,12235,10988,12721,16488,8408,13714,6176,7578,5329,5917,3787,6809,1558,4675,203,1638,1,12,0,0,0,0
Sep.19,6호선,2614,독바위,3,0,2170,284,4699,1184,13987,1871,13710,3020,7497,3908,4737,3680,4456,3326,4310,2959,4419,3451,3713,3555,3791,4599,3787,5316,3795,7033,3145,10184,2155,11081,1184,6319,977,6520,756,5857,403,4098,68,1553,1,10,0,0,0,0
Sep.19,6호선,2615,연신내,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,2,0,2,0,0,0,2,0,3,0,4,0,3,0,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Sep.19,6호선,2616,구산,11,0,5093,129,10574,2436,29641,8152,35536,6963,20106,5597,13561,5750,11761,6044,12841,7016,11365,7662,9906,8818,11463,9354,13609,12449,11954,14134,10207,19597,6483,19801,4977,11143,4550,8604,4623,9056,1464,6354,276,2302,7,21,0,0,0,0
Sep.19,6호선,2617,새절(신사),0,0,10494,852,20092,4804,55041,10235,65205,18157,33909,16614,23147,11631,20464,11692,21171,14054,20026,15268,16801,16409,17167,18723,22353,25192,22319,33245,19286,48166,12057,42032,9256,28206,8485,23768,7604,24983,3005,16232,507,4652,6,1390,0,7,0,0
Sep.19,6호선,2618,증산(명지대앞),5,0,7718,730,15136,3780,41319,5776,49220,12064,27769,9672,18631,9490,15246,8940,16103,10193,15517,11179,12922,12683,13099,15321,14323,20914,14663,25239,15195,37165,9341,34239,6830,21316,5752,19520,4644,20172,2135,12653,388,3858,14,579,0,0,0,0
Sep.19,6호선,2619,디지털미디어시티,89,1,5544,2434,13562,10338,42771,28010,47651,72955,26239,32435,16544,12816,14305,11046,14970,11385,14371,13811,13541,13783,14854,16704,18093,20037,29923,26322,50904,39825,24469,33524,12172,19861,10685,19428,8521,17933,4113,11771,821,4566,8,477,0,0,0,0
Sep.19,6호선,2620,월드컵경기장(성산),0,0,1232,1329,2907,3613,9491,6014,11582,10782,8299,11053,10035,12203,8443,14089,9110,14908,10000,17942,11623,19269,14588,17918,17316,17813,20191,16410,18523,19486,15745,13165,11267,6633,17136,5692,9861,4545,2130,2694,407,770,3,9,0,0,0,0
